year,user,comnam,cusip,prc,horrizon,follow,afacc,ni,size,loss,roa,roe,mb,cash,post,post_use,treat,post_treat
2008,1,HERSHEY CO,42786610,34.74,5.85220248,13.41666667,-0.00507614,311.405,8.19856217,0,0.085675124,0.978648582,24.78699147,0.008736052,0,0,0,0
2009,1,HERSHEY CO,42786610,35.79,5.85220248,14.41666667,-0.06332757,435.994,8.209588917,0,0.118636822,0.605161432,11.32618014,0.069772932,1,0,0,0
2010,1,HERSHEY CO,42786610,47.15,5.855071922,14.66666667,-0.06426376,509.799,8.360242729,0,0.119314528,0.564989427,11.86332117,0.240716881,1,0,0,0
2011,1,HERSHEY CO,42786610,61.78,5.855071922,15.16666667,-0.01060445,628.962,8.392355102,0,0.142550687,0.740807659,16.38735708,0.162351863,1,0,0,0
2012,1,HERSHEY CO,42786610,72.22,5.857933155,16.08333333,-0.01780512,660.931,8.467128405,0,0.139001762,0.637503388,15.58894672,0.165058738,1,0,0,0
2013,1,HERSHEY CO,42786610,97.23,5.857933155,17,-0.01246192,820.47,8.586437125,0,0.153144533,0.511249139,13.56483652,0.235235725,1,0,0,0
2005,0,HUTCHINSON TECHNOLOGY INC,44840710,28.45,5.85220248,5.5,-0.14216237,54.881,6.685284002,0,0.06864089,0.099325116,1.203089737,0.049002603,0,0,0,0
2006,1,HUTCHINSON TECHNOLOGY INC,44840710,23.57,5.857933155,6.833333333,-0.29479325,20.476,6.952808947,0,0.019592684,0.035381287,0.932091152,0.050442881,0,0,0,0
2007,0,HUTCHINSON TECHNOLOGY INC,44840710,26.32,5.877735782,7.916666667,-0.20437261,7.265,6.957486905,0,0.00691912,0.012117482,1.069841731,0.061726139,0,0,0,0
2008,0,HUTCHINSON TECHNOLOGY INC,44840710,3.48,5.877735782,8.583333333,-0.72764227,-117.848,6.7825174,1,-0.133722612,-0.269612127,0.607768393,0.059342526,0,0,0,0
2009,1,HUTCHINSON TECHNOLOGY INC,44840710,10.26,5.84932478,4.083333333,-1.96891193,-155.553,6.455963994,1,-0.244777627,-0.535145902,0.570566683,0.120722307,1,0,0,0
2010,1,HUTCHINSON TECHNOLOGY INC,44840710,3.71,5.84932478,2.5,-2.66197187,-58.922,6.175268338,1,-0.122827863,-0.222617671,0.306400116,0.087553325,1,0,0,0
2011,0,HUTCHINSON TECHNOLOGY INC,44840710,1.5,5.85220248,3.5,-0.6628242,-55.565,5.996464526,1,-0.138564357,-0.269312046,0.222169812,0.119976152,1,0,0,0
2012,0,HUTCHINSON TECHNOLOGY INC,44840710,2,5.877735782,3.333333333,-1.68367344,-48.642,5.820937165,1,-0.144643877,-0.289828994,0.249210511,0.133796337,1,0,0,0
2013,0,HUTCHINSON TECHNOLOGY INC,44840710,3.2,5.857933155,2.916666667,-3.88571429,-35.076,5.729044031,1,-0.114375153,-0.261306832,0.716888612,0.117170402,1,0,0,0
2005,0,HEARTLAND EXPRESS INC,42234710,20.29,5.894402834,10.91666667,-0.00778816,71.906,6.353514022,0,0.125379245,0.165968074,3.457222079,0.010380804,0,0,0,0
2006,0,HEARTLAND EXPRESS INC,42234710,15.02,5.916202063,11.38461539,-0.05914243,87.171,6.507382185,0,0.130286816,0.176094492,2.98115857,0.014749576,0,0,0,0
2007,0,HEARTLAND EXPRESS INC,42234710,14.18,5.837730447,12.16666667,-0.04660453,76.17,6.267758268,0,0.144728992,0.222226112,4.010797149,0.011897111,0,0,0,0
2008,0,HEARTLAND EXPRESS INC,42234710,15.76,5.837730447,12.91666667,-0.01410437,69.968,6.325637714,0,0.125454982,0.194334503,4.124689381,0.107641356,0,0,0,0
2009,1,HEARTLAND EXPRESS INC,42234710,15.27,5.834810737,14.66666667,-0.01903553,56.949,6.313843293,0,0.103325151,0.154891615,3.766478173,0.093867108,1,0,0,0
2010,1,HEARTLAND EXPRESS INC,42234710,16.02,5.81711116,17.75,-0.06548788,62.216,6.228580035,0,0.122948017,0.186171216,4.347379701,0.219753503,1,0,0,0
2011,0,HEARTLAND EXPRESS INC,42234710,14.29,5.82008293,18.25,-0.0062422,69.932,6.266566572,0,0.133035045,0.205216993,3.626270281,0.276206191,1,0,0,0
2012,0,HEARTLAND EXPRESS INC,42234710,13.07,5.834810737,18,-0.0419874,61.541,6.150041844,0,0.131571802,0.211944318,3.815706837,0.227973656,1,0,0,0
2013,0,HEARTLAND EXPRESS INC,42234710,19.62,5.87211779,16.25,-0.04590666,70.582,6.587330983,0,0.097375838,0.177496461,4.327320805,0.03797647,1,0,0,0
2005,1,HARTMARX CORP,41711910,7.81,5.837730447,3.75,-0.03717472,23.555,6.205859945,0,0.04762001,0.095812012,1.109392547,0.002802419,0,0,0,0
2006,1,HARTMARX CORP,41711910,7.06,5.84932478,4.75,-0.72207083,7.286,6.161384521,0,0.01540107,0.027952551,0.923450755,0.004657886,0,0,0,0
2007,1,HARTMARX CORP,41711910,3.41,5.84932478,3.916666667,-0.97264439,-4.178,6.13307695,1,-0.009085532,-0.018321588,0.626336954,0.009364088,0,0,0,0
2012,1,HARRIS TEETER SUPERMARKETS I,41458510,38.56,5.278114659,4,-0.01025904,82.512,7.577371772,0,0.051179316,0.096304135,1.845128241,0.106938336,1,1,0,0
2013,1,HARRIS TEETER SUPERMARKETS I,41458510,49.35,5.857933155,3.5,-0.06951596,107.892,7.607995743,0,0.054131729,0.096538846,2.155149751,0.096088683,1,1,0,0
2005,1,HAVERTY FURNITURE COS INC,41959610,12.89,5.831882477,8,-0.27027027,15.054,6.139996615,0,0.032510388,0.053904823,1.035695599,0.024304691,0,0,1,0
2006,0,HAVERTY FURNITURE COS INC,41959610,14.8,5.831882477,6.833333333,-0.13188518,16,6.154335665,0,0.034060381,0.054808974,1.149533267,0.026215198,0,0,1,0
2007,0,HAVERTY FURNITURE COS INC,41959610,8.99,5.837730447,4.083333333,-0.43243243,1.758,6.047223232,0,0.004166499,0.006304578,0.691389661,0.000355505,0,0,1,0
2008,0,HAVERTY FURNITURE COS INC,41959610,9.33,5.814130532,3.272727273,-0.34482759,-12.101,5.898232956,1,-0.033300036,-0.049398289,0.812158813,0.008761972,0,0,1,0
2009,0,HAVERTY FURNITURE COS INC,41959610,13.73,5.926926026,2.076923077,-0.06430868,-4.179,5.891459112,1,-0.011578326,-0.017088041,1.203017865,0.122363392,1,1,1,1
2010,0,HAVERTY FURNITURE COS INC,41959610,12.98,5.843544417,2,-0.23306629,8.444,5.91684606,0,0.02280689,0.033351502,1.119886564,0.160819321,1,1,1,1
2011,0,HAVERTY FURNITURE COS INC,41959610,10.98,5.765191103,2,-0.27734978,15.463,5.956096403,0,0.040153207,0.058868766,0.917504616,0.133927004,1,1,1,1
2012,0,HAVERTY FURNITURE COS INC,41959610,16.31,5.84932478,2,-0.24590165,14.911,5.999174747,0,0.037083184,0.057476448,1.398585581,0.139054791,1,1,1,1
2013,0,HAVERTY FURNITURE COS INC,41959610,31.3,5.84932478,2.666666667,-0.29429799,32.265,6.037524798,0,0.077215781,0.108175978,2.362737374,0.206878457,1,1,1,1
2009,1,HAWKINS INC,42026110,21.83,4.941642423,1,-0.03282994,23.847,5.083222587,0,0.148091308,0.195377702,2.042194933,0.137735711,1,1,0,0
2010,1,HAWKINS INC,42026110,44.4,5.85220248,2.166666667,-0.12313674,20.314,5.225773555,0,0.109802438,0.148882684,3.103212037,0.118158622,1,1,0,0
2011,1,HAWKINS INC,42026110,36.86,5.87211779,1.625,-4.33826645,22.685,5.323405023,0,0.105977529,0.138103661,2.477751314,0.154406638,1,0,0,0
2005,0,INTERNATIONAL BUSINESS MACHS,45920010,82.2,5.891644212,20.58333333,-0.03043214,7934,11.56882364,0,0.07559481,0.241525168,3.909032449,0.115109495,0,0,0,0
2006,0,INTERNATIONAL BUSINESS MACHS,45920010,97.15,5.897153868,20.46153846,-0.03284672,9492,11.54476322,0,0.09121026,0.330316425,5.134176084,0.075859591,0,0,0,0
2007,0,INTERNATIONAL BUSINESS MACHS,45920010,108.1,5.81711116,16.81818182,-0.04220278,10418,11.69884056,0,0.086505966,0.365929048,5.259704791,0.145213786,0,0,0,0
2008,0,INTERNATIONAL BUSINESS MACHS,45920010,84.16,5.910796644,17.53846154,-0.09158187,12334,11.60390811,0,0.112614587,0.916004456,8.369722938,0.10579502,0,0,0,0
2009,0,INTERNATIONAL BUSINESS MACHS,45920010,130.89999,5.811140993,20.33333333,-0.11406844,13425,11.59931415,0,0.123140284,0.593055617,7.548200437,0.111226763,1,0,0,0
2010,0,INTERNATIONAL BUSINESS MACHS,45920010,146.75999,5.811140993,22.18181818,-0.03132162,14833,11.63914393,0,0.130742517,0.643625792,7.820023114,0.097787603,1,0,0,0
2011,0,INTERNATIONAL BUSINESS MACHS,45920010,183.88,5.897153868,24.91666667,-0.03066231,15855,11.66507987,0,0.136172735,0.787317509,10.62101947,0.105084088,1,0,0,0
2012,0,INTERNATIONAL BUSINESS MACHS,45920010,191.55,5.910796644,25.46153846,-0.02338482,16604,11.68867548,0,0.139280112,0.88038176,11.34845389,0.089424819,1,0,0,0
2013,0,INTERNATIONAL BUSINESS MACHS,45920010,187.57001,5.831882477,17.66666667,-0.01148525,16483,11.74581339,0,0.130586343,0.723192348,8.677260437,0.089889526,1,0,0,0
2005,0,I C U MEDICAL INC,44930G10,39.21,5.84932478,3.25,-0.17556693,20.274,5.325626066,0,0.09912143,0.107157581,2.929797197,0.041597883,0,0,1,0
2006,0,I C U MEDICAL INC,44930G10,40.68,5.84932478,3.416666667,-0.03570518,25.66,5.502269944,0,0.105057155,0.114101749,2.644624189,0.064306214,0,0,1,0
2007,0,I C U MEDICAL INC,44930G10,36.01,5.84932478,1.833333333,-0.11553589,23.079,5.495502905,0,0.095134257,0.107894196,2.304495895,0.032233631,0,0,1,0
2008,0,I C U MEDICAL INC,44930G10,33.14,5.869296913,2.083333333,-0.04720911,24.3,5.650501241,0,0.085734245,0.096035664,1.929349922,0.229585233,0,0,1,0
2009,0,I C U MEDICAL INC,44930G10,36.44,5.84932478,3.833333333,-0.03621002,26.557,5.737065724,0,0.08590245,0.100213204,1.957959888,0.180811053,1,1,1,1
2010,0,I C U MEDICAL INC,44930G10,36.5,5.84932478,5.5,-0.10976949,30.929,5.746924975,0,0.099059656,0.112761862,1.817641075,0.255051706,1,0,1,1
2011,1,I C U MEDICAL INC,44930G10,45,5.84932478,5.083333333,-0.05753425,44.669,5.891953556,0,0.123698465,0.139339379,1.947098513,0.318967671,1,1,1,1
2012,0,I C U MEDICAL INC,44930G10,60.93,5.869296913,5.083333333,-0.05111111,41.281,6.062649681,0,0.096335692,0.105616632,2.253831811,0.406798999,1,0,1,1
2013,0,I C U MEDICAL INC,44930G10,63.71,5.894402834,5.333333333,-0.02133596,40.418,6.215893272,0,0.080893758,0.086971865,2.070360794,0.527457808,1,0,1,1
2008,0,INTERDIGITAL INC,45867G10,27.5,5.84932478,4,-0.00428633,26.207,6.008242998,0,0.064586168,0.298961898,13.59126169,0.187225291,0,0,0,0
2009,0,INTERDIGITAL INC,45867G10,26.56,5.834810737,2.833333333,-0.03272727,87.256,6.809905377,0,0.096331911,0.514672313,6.77735338,0.519663946,1,0,0,0
2010,0,INTERDIGITAL INC,45867G10,41.64,5.834810737,4.5,-0.25225904,153.616,6.774958474,0,0.175632801,0.435029849,5.310245019,0.237861082,1,0,0,0
2011,0,INTERDIGITAL INC,45867G10,43.57,5.837730447,4.583333333,-0.2401537,89.468,6.905721212,0,0.089740092,0.189678639,4.207339606,0.391257919,1,0,0,0
2012,0,INTERDIGITAL INC,45867G10,41.09,5.834810737,4.75,-1.16364472,271.804,6.963765979,0,0.257241799,0.524004974,3.25183775,0.35090695,1,0,0,0
2013,0,INTERDIGITAL INC,45867G10,29.49,5.837730447,4.090909091,-0.39425651,38.165,7.01587668,0,0.03428457,0.072193323,2.247409666,0.47104842,1,0,0,0
2005,1,INTEGRATED DEVICE TECHNOLOGY,45811810,13.18,5.85220248,10.41666667,-0.10666667,-81.708,7.620063214,1,-0.040098327,-0.043971609,1.586514975,0.295046223,0,0,0,0
2006,1,INTEGRATED DEVICE TECHNOLOGY,45811810,15.48,5.869296913,10.08333333,-0.02493766,-7.578,7.616667043,1,-0.003731573,-0.004120516,1.64558312,0.121013932,0,0,0,0
2007,1,INTEGRATED DEVICE TECHNOLOGY,45811810,11.31,5.837730447,10.5,-0.12113055,34.179,7.485961195,0,0.019181889,0.021087448,0.943686759,0.064992793,0,0,0,0
2008,1,INTEGRATED DEVICE TECHNOLOGY,45811810,5.61,5.857933155,11.66666667,-0.05188067,-1045.167,6.521161482,1,-1.540710265,-1.876192853,1.350115067,0.076345928,0,0,0,0
2009,1,INTEGRATED DEVICE TECHNOLOGY,45811810,6.47,5.857933155,10.5,-0.26875699,40.019,6.622663183,0,0.053291519,0.066727249,1.664791643,0.177670789,1,0,0,0
2010,1,INTEGRATED DEVICE TECHNOLOGY,45811810,6.66,5.87211779,9.166666667,-0.52747251,72.627,6.590932717,0,0.099836417,0.121291221,1.827202555,0.139397692,1,0,0,0
2011,1,INTEGRATED DEVICE TECHNOLOGY,45811810,5.46,5.869296913,7.75,-0.19575856,58.46,6.577352188,0,0.052008405,0.060257867,1.641438162,0.185472741,1,0,0,0
2012,0,INTEGRATED DEVICE TECHNOLOGY,45811810,7.3,5.84932478,6.416666667,-0.21694915,-20.172,6.592467656,1,-0.021856243,-0.025275147,1.734071149,0.18231717,1,0,0,0
2005,1,I D E X X LABORATORIES INC,45168D10,71.98,5.840641657,4.583333333,-0.00641143,78.254,6.197819963,0,0.159482021,0.212064714,6.206887618,0.130583758,0,0,1,0
2006,1,I D E X X LABORATORIES INC,45168D10,79.3,5.840641657,4.75,-0.01250347,93.678,6.328936284,0,0.167413682,0.228560414,6.029811326,0.125675599,0,0,1,0
2007,1,I D E X X LABORATORIES INC,45168D10,58.63,5.840641657,4.333333333,-0.0037831,94.014,6.555611482,0,0.133888937,0.214485665,8.159883282,0.10787047,0,0,1,0
2008,1,I D E X X LABORATORIES INC,45168D10,36.08,5.860786224,4.666666667,-0.00341122,116.169,6.641752503,0,0.151768206,0.265108605,4.876300999,0.112318939,0,0,1,0
2009,1,I D E X X LABORATORIES INC,45168D10,53.45,5.840641657,6.75,-0.02355876,122.225,6.696450127,0,0.151169967,0.237528883,6.047090283,0.139434075,1,1,1,1
2010,1,I D E X X LABORATORIES INC,45168D10,69.22,5.840641657,9.083333333,-0.01403181,141.284,6.800330412,0,0.157481965,0.246038643,6.908438914,0.194075152,1,1,1,1
2011,1,I D E X X LABORATORIES INC,45168D10,76.96,5.840641657,11.08333333,-0.00505634,161.786,6.939073697,0,0.15694975,0.299837466,7.859040029,0.204978242,1,1,1,1
2012,1,I D E X X LABORATORIES INC,45168D10,92.8,5.85220248,11.58333333,-0.00324844,178.267,7.007240368,0,0.161531965,0.28019578,7.95058085,0.217290413,1,1,1,1
2013,1,I D E X X LABORATORIES INC,45168D10,106.37,5.87211779,10,-0.00323276,187.8,7.11600121,0,0.152618901,0.362418128,10.57960545,0.252861086,1,0,1,1
2005,0,IDEX CORP,45167R10,41.11,5.916202063,10.38461539,-0.0205679,109.803,7.127035377,0,0.088253307,0.133416362,2.637102028,0.065152593,0,0,0,0
2006,0,IDEX CORP,45167R10,47.41,5.85220248,12,-0.01539771,146.671,7.421668731,0,0.080033708,0.136552459,2.599660534,0.062644473,0,0,0,0
2007,1,IDEX CORP,45167R10,36.13,5.87211779,13.25,-0.00843704,155.145,7.596188366,0,0.078339601,0.134050844,2.534953957,0.061500903,0,0,0,0
2008,1,IDEX CORP,45167R10,24.15,5.874930731,12.08333333,-0.03874896,131.36,7.685848664,0,0.060358854,0.112507944,1.660976719,0.030836945,0,0,0,0
2009,1,IDEX CORP,45167R10,31.15,5.855071922,11.16666667,-0.03312629,113.391,7.649291115,0,0.054043144,0.089417745,1.98896581,0.0337846,1,0,0,0
2010,1,IDEX CORP,45167R10,39.12,5.855071922,9.5,-0.0834671,157.1,7.775987479,0,0.065961427,0.11419973,2.333845863,0.112067877,1,0,0,0
2011,1,IDEX CORP,45167R10,37.11,5.869296913,11.25,-0.06390593,193.857,7.95054015,0,0.068353204,0.12811613,2.04133388,0.096678626,1,0,0,0
2005,1,INTERNATIONAL FLAVORS & FRAG,45950610,33.5,5.834810737,1.166666667,-0.10270775,193.066,7.878229604,0,0.073181068,0.210921104,3.393196788,0.115324204,0,0,0,0
2006,1,INTERNATIONAL FLAVORS & FRAG,45950610,49.16,5.85220248,2.416666667,-0.05970149,226.5,7.815975129,0,0.091371025,0.250229792,4.856269466,0.043403902,0,0,0,0
2007,1,INTERNATIONAL FLAVORS & FRAG,45950610,48.13,5.855071922,3,-0.00203417,247.128,7.911246303,0,0.090629708,0.400403761,6.316118435,0.06110402,0,0,0,0
2008,1,INTERNATIONAL FLAVORS & FRAG,45950610,29.72,5.877735782,5.583333333,-0.05402036,229.628,7.919688136,0,0.083503733,0.400669329,4.079148577,0.065449533,0,0,0,0
2009,1,INTERNATIONAL FLAVORS & FRAG,45950610,41.14,5.87211779,7.25,-0.01682369,195.526,7.880718929,0,0.07392919,0.254259086,4.234728577,0.029140922,1,0,0,0
2010,1,INTERNATIONAL FLAVORS & FRAG,45950610,55.59,5.877735782,10.16666667,-0.08264463,263.557,7.963270418,0,0.091753222,0.263709424,4.46145262,0.049657173,1,0,0,0
2011,1,INTERNATIONAL FLAVORS & FRAG,45950610,52.42,5.877735782,13.25,-0.00719554,266.866,7.99516539,0,0.089987763,0.241636273,3.84084818,0.030732945,1,0,0,0
2012,1,INTERNATIONAL FLAVORS & FRAG,45950610,66.54,5.877735782,11.58333333,-0.01335368,254.134,8.086594874,0,0.078204702,0.203501259,4.349315972,0.109395764,1,0,0,0
2013,1,INTERNATIONAL FLAVORS & FRAG,45950610,85.98,5.897153868,9.666666667,-0.00751428,353.544,8.111547367,0,0.106114209,0.241644977,4.782673935,0.124786128,1,0,0,0
2005,1,INTERNATIONAL GAME TECHNOLOG,45990210,30.78,5.877735782,17.33333333,-0.07788595,436.5,8.259820449,0,0.112954146,0.229049693,4.791625125,0.074594032,0,0,1,0
2006,1,INTERNATIONAL GAME TECHNOLOG,45990210,46.2,5.87211779,19.08333333,-0.06666667,473.6,8.2696801,0,0.121351885,0.231929481,6.79201763,0.076234344,0,0,1,0
2007,1,INTERNATIONAL GAME TECHNOLOG,45990210,43.93,5.857933155,16.58333333,-0.01686747,508.2,8.335311538,0,0.121943611,0.349831349,9.402072004,0.066953648,0,0,1,0
2008,0,INTERNATIONAL GAME TECHNOLOG,45990210,11.89,5.857933155,14.83333333,-0.10208817,342.5,8.424726964,0,0.075152499,0.376787679,5.56979758,0.063923215,0,0,1,0
2009,1,INTERNATIONAL GAME TECHNOLOG,45990210,18.77,5.857933155,16,-0.2677532,149,8.386902257,0,0.033954697,0.15403701,6.586341363,0.032189406,1,1,1,1
2010,1,INTERNATIONAL GAME TECHNOLOG,45990210,17.69,5.87211779,18.83333333,-0.01396648,186,8.296047643,0,0.05597704,0.181722434,3.489868752,0.036096805,1,0,1,1
2011,1,INTERNATIONAL GAME TECHNOLOG,45990210,17.2,5.87211779,21.91666667,-0.04844291,283.6,8.332163972,0,0.070359137,0.202648364,2.995855519,0.114799102,1,1,1,1
2012,1,INTERNATIONAL GAME TECHNOLOG,45990210,14.17,5.877735782,20.16666667,-0.01376463,245.9,8.363132508,0,0.058271686,0.20846552,2.908038905,0.049658194,1,0,1,1
2013,1,INTERNATIONAL GAME TECHNOLOG,45990210,18.16,5.877735782,19.83333333,-0.04583652,272.7,8.436807092,0,0.059118106,0.217446775,3.867208357,0.166460526,1,0,1,1
2005,1,INSTEEL INDUSTRIES INC,45774W10,16.57,4.941642423,1,-0.03214286,25.045,4.936457576,0,0.175388354,0.249927862,1.485888742,0.009068616,0,0,0,0
2006,1,INSTEEL INDUSTRIES INC,45774W10,17.79,5.82008293,1.166666667,-0.03597122,33.04,5.121556321,0,0.206349492,0.280770676,2.955718895,0.077301918,0,0,0,0
2007,1,INSTEEL INDUSTRIES INC,45774W10,11.73,5.81711116,2.181818182,-0.31202817,24.162,5.162090917,0,0.139942027,0.168814738,1.95308342,0.05224015,0,0,0,0
2008,1,INSTEEL INDUSTRIES INC,45774W10,11.29,5.897153868,3.583333333,-0.65146578,43.752,5.434682241,0,0.191556393,0.257390475,1.400790888,0.152671888,0,0,0,0
2009,1,INSTEEL INDUSTRIES INC,45774W10,13,5.916202063,2.692307692,-1.10375275,-22.086,5.210125293,1,-0.114981029,-0.142381179,1.423973278,0.153807729,1,0,0,0
2010,1,INSTEEL INDUSTRIES INC,45774W10,12.49,5.81711116,3,-0.50209206,0.473,5.212241915,0,0.00250952,0.00309719,1.067512105,0.252227963,1,0,0,0
2011,1,INSTEEL INDUSTRIES INC,45774W10,10.99,5.81711116,1.909090909,-0.2115813,-0.387,5.382336772,1,-0.001787281,-0.002606517,1.194300888,0.000054793,1,0,0,0
2012,1,INSTEEL INDUSTRIES INC,45774W10,12.48,5.897153868,2,-1.03277064,1.809,5.344971919,0,0.008674096,0.012100334,1.390103077,0.000046183,1,0,0,0
2013,1,INSTEEL INDUSTRIES INC,45774W10,22.73,5.897153868,2.916666667,0,11.735,5.364334482,0,0.055184835,0.072862855,1.817867698,0.074034294,1,0,0,0
2007,1,II VI INC,90210410,30.55,5.87211779,3.666666667,-0.02459016,37.966,5.666163678,0,0.131861186,0.173013124,3.662824052,0.130317704,0,0,1,0
2008,1,II VI INC,90210410,19.09,5.87211779,3.5,-0.02944424,64.268,5.891439771,0,0.182012379,0.226429207,3.596160841,0.242546644,0,0,1,0
2009,1,II VI INC,90210410,31.8,5.87211779,3.166666667,-0.09020619,36.781,5.91156058,0,0.105511537,0.120536268,2.036706455,0.265788555,1,1,1,1
2010,1,II VI INC,90210410,46.36,5.857933155,3.916666667,-0.08322087,38.577,6.23437347,0,0.075792613,0.094009304,2.229652933,0.293324138,1,1,1,1
2011,1,II VI INC,90210410,18.36,5.85220248,5.333333333,-0.15524806,82.682,6.474202376,0,0.127753005,0.158281232,3.071907867,0.293645539,1,1,1,1
2012,1,II VI INC,90210410,18.23,5.857933155,5.5,-0.19921875,60.306,6.561717841,0,0.085360503,0.102221009,1.775427887,0.208503682,1,1,1,1
2013,1,II VI INC,90210410,17.58,5.857933155,3.636363636,-0.17396521,50.813,6.762500579,0,0.058824823,0.079881089,1.590244298,0.262472292,1,1,1,1
2005,1,IKON OFFICE SOLUTIONS INC,45171310,10.41,5.837730447,4,-0.0249584,60.666,8.251355843,0,0.019101894,0.046610806,0.862731351,0.082707136,0,0,0,0
2006,1,IKON OFFICE SOLUTIONS INC,45171310,16.37,5.837730447,4.083333333,-0.07014028,106.202,8.081072671,0,0.032877134,0.063013416,1.027680355,0.108105054,0,0,0,0
2007,1,IKON OFFICE SOLUTIONS INC,45171310,13.02,5.837730447,3.916666667,-0.01488095,114.487,8.095318479,0,0.034925006,0.066919607,0.883073496,0.108066067,0,0,0,0
2005,1,INTERMAGNETICS,45877110,31.9,5.929589143,4.615384615,-0.00111902,25.098,6.096585534,0,0.056611434,0.080439214,3.162584612,0.09388987,0,0,0,0
2005,1,INCO LTD,45325840,43.57,5.891644212,20.92307692,-0.09244155,836,9.393578176,0,0.06960866,0.161296546,1.616007349,0.08934067,0,0,0,0
2005,1,INFOCUS CORP,45665B10,4.01,5.85220248,3.333333333,-2.53275113,-79.794,5.579307095,1,-0.302378282,-0.514166414,1.026123422,0.138340024,0,0,0,0
2006,1,INFOCUS CORP,45665B10,2.67,5.874930731,2,-1.6957605,-61.92,5.210884082,1,-0.339741902,-0.617575776,1.058487777,0.203556054,0,0,0,0
2007,1,INFOCUS CORP,45665B10,1.82,5.877735782,1,-0.18726591,-25.582,5.159003574,1,-0.147880526,-0.305646491,0.886733016,0.335720086,0,0,0,0
2005,0,INTERGRAPH CORP,45868310,49.81,5.834810737,2.333333333,-1.05087262,114.439,6.432287147,0,0.184402363,0.27321409,3.461686904,0.336485074,0,0,0,0
2005,1,WORLD FUEL SERVICES CORP,98147510,33.72,5.897153868,2.153846154,-0.01706827,39.609,6.922644877,0,0.039062092,0.112096608,2.61192652,0.187151681,0,0,1,0
2006,1,WORLD FUEL SERVICES CORP,98147510,44.46,5.752572639,4.818181818,-0.05041518,63.948,7.153364575,0,0.050061062,0.150123601,2.9734006,0.174058014,0,0,1,0
2007,1,WORLD FUEL SERVICES CORP,98147510,29.03,5.857933155,5.583333333,-0.03598741,64.773,7.495011803,0,0.036024106,0.133862531,1.714585256,0.028300454,0,0,1,0
2008,1,WORLD FUEL SERVICES CORP,98147510,37,5.837730447,4,-0.18256975,105.039,7.248238034,0,0.07478076,0.172793628,1.78308633,0.174829787,0,0,1,0
2009,1,WORLD FUEL SERVICES CORP,98147510,26.79,5.837730447,4.5,-0.11081081,117.139,7.462920033,0,0.067273786,0.159803062,2.170366402,0.212756278,1,1,1,1
2010,1,WORLD FUEL SERVICES CORP,98147510,36.16,5.837730447,4.333333333,-0.11571482,146.865,7.850668467,0,0.057224961,0.130290949,2.232780747,0.15672445,1,1,1,1
2011,1,WORLD FUEL SERVICES CORP,98147510,41.98,5.837730447,4.75,-0.05530973,194.029,8.215613932,0,0.052479332,0.145562398,2.240909464,0.080038575,1,1,1,1
2012,1,WORLD FUEL SERVICES CORP,98147510,41.17,5.837730447,5.416666667,-0.06669843,189.345,8.320874368,0,0.046094566,0.124801111,1.957779391,0.046721262,1,1,1,1
2013,1,WORLD FUEL SERVICES CORP,98147510,43.16,5.814130532,5.545454546,-0.01457372,203.075,8.463850852,0,0.042849363,0.121318623,1.853440461,0.071099977,1,1,1,1
2005,1,INTEL CORP,45814010,24.96,5.891644212,38.41666667,-0.0684053,8664,10.78549735,0,0.179326903,0.239456083,4.08319717,0.152130112,0,0,0,0
2006,1,INTEL CORP,45814010,20.25,5.891644212,37.75,-0.16426283,5044,10.78661439,0,0.104283824,0.137244232,3.177010775,0.136564971,0,0,0,0
2007,1,INTEL CORP,45814010,26.66,5.891644212,29.33333333,-0.03950617,6976,10.9268733,0,0.125352644,0.163135494,3.627236331,0.151070956,0,0,0,0
2008,1,INTEL CORP,45814010,14.66,5.897153868,31.25,-0.18379595,5292,10.83399672,0,0.104347826,0.13538682,2.086034589,0.060196582,0,0,0,0
2009,1,INTEL CORP,45814010,20.4,5.897153868,32.08333333,-0.05457026,4369,10.87985688,0,0.082286468,0.104762133,2.70164013,0.078615794,1,0,0,0
2010,1,INTEL CORP,45814010,21.03,5.897153868,43.83333333,-0.26470589,11464,11.05385386,0,0.181432596,0.231923933,2.344655675,0.10355024,1,0,0,0
2011,1,INTEL CORP,45814010,24.25,5.897153868,47.08333333,-0.13314312,12942,11.17212387,0,0.181976687,0.281893228,2.640979286,0.080160162,1,0,0,0
2012,1,INTEL CORP,45814010,20.62,5.897153868,45.58333333,-0.09896907,11005,11.3427538,0,0.13046674,0.214928813,1.99100209,0.11920865,1,0,0,0
2013,1,INTEL CORP,45814010,25.955,5.897153868,44.5,-0.01939864,9620,11.43343844,0,0.1041599,0.165133205,2.212964931,0.067266541,1,0,0,0
2005,1,INTER TEL INC,45837210,19.57,5.891644212,7.916666667,-0.15704895,17.854,5.984611116,0,0.045055367,0.081032628,2.33279239,0.254994275,0,0,0,0
2006,0,INTER TEL INC,45837210,22.16,5.897153868,7.384615385,-0.07153807,24.621,6.081947184,0,0.056356308,0.097448705,2.358911722,0.358088465,0,0,0,0
2005,1,INTERVOICE INC,46114210,7.96,5.87211779,6,-0.14827018,16.489,5.069752899,0,0.104271667,0.175935213,3.51772156,0.311999941,0,0,0,0
2006,1,INTERVOICE INC,46114210,7.66,5.874930731,7,-0.20276497,-1.697,5.133236334,1,-0.010067333,-0.016446348,2.409615444,0.178423499,0,0,0,0
